tab delimited	contribution
magic_version
3.0
>>>>>>>>>>
tab delimited	locations
location	location_type	citations	lat_s	lat_n	lon_w	lon_e
Michipicoten Island	Region	This study	47.7022	47.7244	274.044128	274.3519
Two Island River	Outcrop	This study	47.524091	47.53669	269.06	269.07756
>>>>>>>>>>
tab delimited	sites
site	location	specimens	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	lat	lon	height	age	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_r	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_comp_name	dir_polarity	dir_nrm_origin	vgp_lat	vgp_lon	vgp_dp	vgp_dm	vgp_n_samples	description	criteria	software_packages	analysts
0	This study	49	77.6	0	pmagpy-3.2.1	u		723	SLB22.1a	273	6.58E-07	7.49E-09	1.18E-08	1.43E-08	SLB22.1a:LP-DIR-T	7	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	48.9	79.5	0	pmagpy-3.2.1	u		748	SLB22.1a	273	6.45E-07	8.81E-09	1.23E-08	1.35E-08	SLB22.1a:LP-DIR-T	8	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	49	78.8	0	pmagpy-3.2.1	u		773	SLB22.1a	273	6.20E-07	7.86E-09	1.52E-08	2.89E-08	SLB22.1a:LP-DIR-T	9	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	49	79.7	0	pmagpy-3.2.1	u		798	SLB22.1a	273	5.81E-07	7.59E-09	1.32E-08	2.36E-08	SLB22.1a:LP-DIR-T	10	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	49	77.5	0	pmagpy-3.2.1	u		823	SLB22.1a	273	5.10E-07	6.30E-09	1.26E-08	2.33E-08	SLB22.1a:LP-DIR-T	11	1	3	g	LT-T-Z:LP-DIR-T
0	This study	49	77.9	0	pmagpy-3.2.1	u		833	SLB22.1a	273	4.95E-07	6.58E-09	9.70E-09	1.00E-08	SLB22.1a:LP-DIR-T	12	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	49	78.4	0	pmagpy-3.2.1	u		843	SLB22.1a	273	4.46E-07	6.52E-09	1.25E-08	2.37E-08	SLB22.1a:LP-DIR-T	13	1	3.5	g	LT-T-Z:LP-DIR-T
0	This study	49	78.5	0	pmagpy-3.2.1	u		848	SLB22.1a	273	4.25E-07	5.65E-09	1.01E-08	1.72E-08	SLB22.1a:LP-DIR-T	14	1	2.8	g	LT-T-Z:LP-DIR-T
0	This study	49	77.6	0	pmagpy-3.2.1	u		853	SLB22.1a	273	3.94E-07	4.76E-09	7.16E-09	7.35E-09	SLB22.1a:LP-DIR-T	15	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	49.2	76.6	0	pmagpy-3.2.1	u		868	SLB22.1a	273	3.49E-07	3.89E-09	9.18E-09	1.97E-08	SLB22.1a:LP-DIR-T	16	1	3.6	g	LT-T-Z:LP-DIR-T
0	This study	50.1	79.6	0	pmagpy-3.2.1	u		883	SLB22.1a	273	2.52E-07	1.83E-09	2.15E-09	9.20E-10	SLB22.1a:LP-DIR-T	17	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	50.4	80.7	0	pmagpy-3.2.1	u		898	SLB22.1a	273	1.95E-07	1.48E-09	2.65E-09	4.52E-09	SLB22.1a:LP-DIR-T	18	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	50.7	83.9	0	pmagpy-3.2.1	u		913	SLB22.1a	273	1.66E-07	1.81E-09	2.47E-09	7.55E-10	SLB22.1a:LP-DIR-T	19	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	49.9	83.5	0	pmagpy-3.2.1	u		928	SLB22.1a	273	8.74E-08	9.17E-10	1.51E-09	1.89E-09	SLB22.1a:LP-DIR-T	20	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	48.9	82.4	0	pmagpy-3.2.1	u		938	SLB22.1a	273	3.59E-08	4.68E-10	8.12E-10	1.71E-09	SLB22.1a:LP-DIR-T	21	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	50.4	75.7	0	pmagpy-3.2.1	u		948	SLB22.1a	273	1.46E-08	2.36E-10	3.92E-10	3.43E-10	SLB22.1a:LP-DIR-T	22	1	2	g	LT-T-Z:LP-DIR-T
0	This study	50.5	80.1	0	pmagpy-3.2.1	u		953	SLB22.1a	273	1.37E-08	3.47E-10	4.38E-10	1.97E-10	SLB22.1a:LP-DIR-T	23	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	41.5	89.2	0	pmagpy-3.2.1	u		273	SLB22.2a	273	1.97E-06	1.16E-08	1.07E-08	3.09E-08	SLB22.2a:LP-DIR-T	1	1	1	g	LT-NO:LP-DIR-T
0	This study	41.5	90.5	0	pmagpy-3.2.1	u		77	SLB22.2a	273	1.94E-06	8.92E-09	9.30E-09	7.31E-09	SLB22.2a:LP-DIR-T	2	1	0.4	g	LT-LT-Z:LP-DIR-T
0	This study	41	90	0	pmagpy-3.2.1	u		373	SLB22.2a	273	1.95E-06	7.05E-09	8.04E-09	6.67E-08	SLB22.2a:LP-DIR-T	3	1	2	g	LT-T-Z:LP-DIR-T
0	This study	40.8	89.7	0	pmagpy-3.2.1	u		473	SLB22.2a	273	1.92E-06	7.68E-09	8.24E-09	4.24E-08	SLB22.2a:LP-DIR-T	4	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	40.7	90.1	0	pmagpy-3.2.1	u		573	SLB22.2a	273	1.74E-06	5.71E-09	7.58E-09	2.37E-08	SLB22.2a:LP-DIR-T	5	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	40.6	90	0	pmagpy-3.2.1	u		673	SLB22.2a	273	1.54E-06	7.19E-09	7.74E-09	1.85E-08	SLB22.2a:LP-DIR-T	6	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	40.8	88.7	0	pmagpy-3.2.1	u		723	SLB22.2a	273	1.49E-06	6.49E-09	6.49E-09	1.68E-08	SLB22.2a:LP-DIR-T	7	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	40.7	89.7	0	pmagpy-3.2.1	u		748	SLB22.2a	273	1.46E-06	5.20E-09	6.00E-09	1.19E-08	SLB22.2a:LP-DIR-T	8	1	0.5	g	LT-T-Z:LP-DIR-T
0	This study	40.7	89	0	pmagpy-3.2.1	u		773	SLB22.2a	273	1.41E-06	5.85E-09	5.63E-09	2.51E-08	SLB22.2a:LP-DIR-T	9	1	1	g	LT-T-Z:LP-DIR-T
0	This study	40.6	90.8	0	pmagpy-3.2.1	u		798	SLB22.2a	273	1.34E-06	5.32E-09	5.86E-09	7.51E-08	SLB22.2a:LP-DIR-T	10	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	40.6	88.9	0	pmagpy-3.2.1	u		823	SLB22.2a	273	1.19E-06	4.97E-09	4.79E-09	4.31E-08	SLB22.2a:LP-DIR-T	11	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	40.6	89.2	0	pmagpy-3.2.1	u		833	SLB22.2a	273	1.14E-06	4.85E-09	4.64E-09	1.41E-08	SLB22.2a:LP-DIR-T	12	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	40.5	88.4	0	pmagpy-3.2.1	u		843	SLB22.2a	273	1.01E-06	4.63E-09	4.38E-09	1.30E-08	SLB22.2a:LP-DIR-T	13	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	40.6	89.2	0	pmagpy-3.2.1	u		848	SLB22.2a	273	9.37E-07	3.54E-09	4.12E-09	2.10E-08	SLB22.2a:LP-DIR-T	14	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	40.9	89.3	0	pmagpy-3.2.1	u		853	SLB22.2a	273	8.46E-07	4.42E-09	3.64E-09	1.29E-08	SLB22.2a:LP-DIR-T	15	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	40.8	91	0	pmagpy-3.2.1	u		868	SLB22.2a	273	6.76E-07	2.33E-09	3.03E-09	3.59E-08	SLB22.2a:LP-DIR-T	16	1	3	g	LT-T-Z:LP-DIR-T
0	This study	42.4	91.6	0	pmagpy-3.2.1	u		883	SLB22.2a	273	3.67E-07	1.81E-09	1.78E-09	2.02E-09	SLB22.2a:LP-DIR-T	17	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	42.9	93.2	0	pmagpy-3.2.1	u		898	SLB22.2a	273	2.17E-07	1.01E-09	9.57E-10	2.61E-09	SLB22.2a:LP-DIR-T	18	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	43.2	95.1	0	pmagpy-3.2.1	u		913	SLB22.2a	273	1.77E-07	7.79E-10	8.40E-10	1.88E-09	SLB22.2a:LP-DIR-T	19	1	0.7	g	LT-T-Z:LP-DIR-T
0	This study	41.6	93.9	0	pmagpy-3.2.1	u		928	SLB22.2a	273	9.02E-08	5.42E-10	9.31E-10	1.72E-09	SLB22.2a:LP-DIR-T	20	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	39.9	90.8	0	pmagpy-3.2.1	u		938	SLB22.2a	273	3.89E-08	2.85E-10	6.03E-10	6.48E-10	SLB22.2a:LP-DIR-T	21	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	42	81.2	0	pmagpy-3.2.1	u		948	SLB22.2a	273	1.64E-08	1.25E-10	2.16E-10	2.94E-10	SLB22.2a:LP-DIR-T	22	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	42.3	88.1	0	pmagpy-3.2.1	u		953	SLB22.2a	273	1.29E-08	6.53E-11	2.61E-10	2.26E-10	SLB22.2a:LP-DIR-T	23	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	19.6	154.3	0	pmagpy-3.2.1	u		273	SLB22.3a	273	6.74E-07	1.95E-08	2.82E-09	9.48E-09	SLB22.3a:LP-DIR-T	1	1	1.9	g	LT-NO:LP-DIR-T
0	This study	19.7	154.2	0	pmagpy-3.2.1	u		77	SLB22.3a	273	6.64E-07	1.96E-08	1.82E-08	1.74E-08	SLB22.3a:LP-DIR-T	2	1	2.7	g	LT-LT-Z:LP-DIR-T
0	This study	19.1	156.2	0	pmagpy-3.2.1	u		373	SLB22.3a	273	6.63E-07	1.87E-08	2.26E-08	1.78E-08	SLB22.3a:LP-DIR-T	3	1	3	g	LT-T-Z:LP-DIR-T
0	This study	18.3	153.7	0	pmagpy-3.2.1	u		473	SLB22.3a	273	6.53E-07	1.84E-08	3.62E-08	2.54E-08	SLB22.3a:LP-DIR-T	4	1	4.2	g	LT-T-Z:LP-DIR-T
0	This study	17.9	154.8	0	pmagpy-3.2.1	u		573	SLB22.3a	273	6.11E-07	1.79E-08	1.25E-08	1.27E-08	SLB22.3a:LP-DIR-T	5	1	2.4	g	LT-T-Z:LP-DIR-T
0	This study	18.2	155	0	pmagpy-3.2.1	u		673	SLB22.3a	273	5.56E-07	1.65E-08	2.12E-08	1.62E-08	SLB22.3a:LP-DIR-T	6	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	18.3	155.8	0	pmagpy-3.2.1	u		723	SLB22.3a	273	5.34E-07	1.34E-08	3.08E-09	4.03E-09	SLB22.3a:LP-DIR-T	7	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	18.4	154	0	pmagpy-3.2.1	u		748	SLB22.3a	273	5.22E-07	1.31E-08	5.55E-09	7.13E-09	SLB22.3a:LP-DIR-T	8	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	18.5	155.5	0	pmagpy-3.2.1	u		773	SLB22.3a	273	5.02E-07	1.29E-08	9.24E-09	1.34E-09	SLB22.3a:LP-DIR-T	9	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	18.6	156.4	0	pmagpy-3.2.1	u		798	SLB22.3a	273	4.74E-07	1.27E-08	9.47E-09	8.78E-09	SLB22.3a:LP-DIR-T	10	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	19	157.3	0	pmagpy-3.2.1	u		823	SLB22.3a	273	4.28E-07	1.24E-08	1.16E-08	9.50E-09	SLB22.3a:LP-DIR-T	11	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	18.7	153.7	0	pmagpy-3.2.1	u		833	SLB22.3a	273	4.20E-07	1.25E-08	2.71E-09	6.03E-09	SLB22.3a:LP-DIR-T	12	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	18.8	155.4	0	pmagpy-3.2.1	u		843	SLB22.3a	273	3.85E-07	1.08E-08	7.10E-09	7.29E-09	SLB22.3a:LP-DIR-T	13	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	18.8	156	0	pmagpy-3.2.1	u		848	SLB22.3a	273	3.72E-07	9.74E-09	8.10E-09	1.11E-09	SLB22.3a:LP-DIR-T	14	1	2	g	LT-T-Z:LP-DIR-T
0	This study	19	157.2	0	pmagpy-3.2.1	u		853	SLB22.3a	273	3.58E-07	1.10E-08	1.10E-08	7.56E-10	SLB22.3a:LP-DIR-T	15	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	19	155.4	0	pmagpy-3.2.1	u		868	SLB22.3a	273	3.31E-07	9.97E-09	1.57E-08	1.12E-08	SLB22.3a:LP-DIR-T	16	1	3.7	g	LT-T-Z:LP-DIR-T
0	This study	19	154.9	0	pmagpy-3.2.1	u		883	SLB22.3a	273	2.91E-07	8.61E-09	3.53E-09	2.61E-09	SLB22.3a:LP-DIR-T	17	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	19.2	156	0	pmagpy-3.2.1	u		898	SLB22.3a	273	2.41E-07	7.39E-09	5.26E-09	5.20E-09	SLB22.3a:LP-DIR-T	18	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	18.9	157.9	0	pmagpy-3.2.1	u		913	SLB22.3a	273	1.99E-07	5.94E-09	7.63E-09	5.83E-09	SLB22.3a:LP-DIR-T	19	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	19.1	155.9	0	pmagpy-3.2.1	u		928	SLB22.3a	273	1.26E-07	3.57E-09	1.40E-09	2.30E-09	SLB22.3a:LP-DIR-T	20	1	2	g	LT-T-Z:LP-DIR-T
0	This study	18.6	160.3	0	pmagpy-3.2.1	u		938	SLB22.3a	273	4.04E-08	1.24E-09	9.51E-10	5.60E-10	SLB22.3a:LP-DIR-T	21	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	16.7	153.3	0	pmagpy-3.2.1	u		948	SLB22.3a	273	1.23E-08	3.75E-10	2.67E-10	2.44E-10	SLB22.3a:LP-DIR-T	22	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	16.4	153.4	0	pmagpy-3.2.1	u		953	SLB22.3a	273	8.30E-09	3.68E-10	2.10E-10	2.19E-10	SLB22.3a:LP-DIR-T	23	1	3	g	LT-T-Z:LP-DIR-T
0	This study	1.6	132.1	0	pmagpy-3.2.1	u		273	SLB22.4a	273	9.47E-07	3.72E-09	1.66E-08	1.58E-08	SLB22.4a:LP-DIR-T	1	1	1.4	g	LT-NO:LP-DIR-T
0	This study	1.7	131.4	0	pmagpy-3.2.1	u		77	SLB22.4a	273	9.38E-07	3.04E-09	6.08E-09	4.61E-09	SLB22.4a:LP-DIR-T	2	1	0.5	g	LT-LT-Z:LP-DIR-T
0	This study	1.4	130.5	0	pmagpy-3.2.1	u		373	SLB22.4a	273	9.32E-07	3.70E-09	2.32E-08	2.53E-08	SLB22.4a:LP-DIR-T	3	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	1.2	130	0	pmagpy-3.2.1	u		473	SLB22.4a	273	9.16E-07	4.03E-09	3.35E-08	3.73E-08	SLB22.4a:LP-DIR-T	4	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	1	129.8	0	pmagpy-3.2.1	u		573	SLB22.4a	273	8.02E-07	3.16E-09	1.87E-08	1.89E-08	SLB22.4a:LP-DIR-T	5	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	1.1	131.8	0	pmagpy-3.2.1	u		673	SLB22.4a	273	6.60E-07	2.60E-09	1.38E-08	1.35E-08	SLB22.4a:LP-DIR-T	6	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	1.2	130.6	0	pmagpy-3.2.1	u		723	SLB22.4a	273	5.66E-07	3.04E-09	3.82E-09	5.74E-09	SLB22.4a:LP-DIR-T	7	1	0.8	g	LT-T-Z:LP-DIR-T
0	This study	1.3	130.9	0	pmagpy-3.2.1	u		748	SLB22.4a	273	5.40E-07	2.85E-09	2.12E-09	2.42E-09	SLB22.4a:LP-DIR-T	8	1	0.4	g	LT-T-Z:LP-DIR-T
0	This study	1.4	131.1	0	pmagpy-3.2.1	u		773	SLB22.4a	273	5.24E-07	2.75E-09	1.02E-08	1.31E-08	SLB22.4a:LP-DIR-T	9	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	1.4	133.5	0	pmagpy-3.2.1	u		798	SLB22.4a	273	5.01E-07	1.73E-09	3.97E-09	3.19E-09	SLB22.4a:LP-DIR-T	10	1	0.6	g	LT-T-Z:LP-DIR-T
0	This study	1.5	132.1	0	pmagpy-3.2.1	u		823	SLB22.4a	273	4.63E-07	2.56E-09	1.62E-08	1.70E-08	SLB22.4a:LP-DIR-T	11	1	2.9	g	LT-T-Z:LP-DIR-T
0	This study	1.4	128.2	0	pmagpy-3.2.1	u		833	SLB22.4a	273	4.53E-07	3.05E-09	1.60E-08	1.94E-08	SLB22.4a:LP-DIR-T	12	1	3.2	g	LT-T-Z:LP-DIR-T
0	This study	1.5	130.2	0	pmagpy-3.2.1	u		843	SLB22.4a	273	4.16E-07	2.99E-09	6.75E-09	7.28E-09	SLB22.4a:LP-DIR-T	13	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	1.6	132.7	0	pmagpy-3.2.1	u		848	SLB22.4a	273	4.02E-07	2.69E-09	6.82E-09	7.76E-09	SLB22.4a:LP-DIR-T	14	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	1.6	132.2	0	pmagpy-3.2.1	u		853	SLB22.4a	273	3.85E-07	2.52E-09	4.44E-09	5.06E-09	SLB22.4a:LP-DIR-T	15	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	1.6	130	0	pmagpy-3.2.1	u		868	SLB22.4a	273	3.49E-07	2.84E-09	7.91E-09	9.38E-09	SLB22.4a:LP-DIR-T	16	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	1.7	129.9	0	pmagpy-3.2.1	u		883	SLB22.4a	273	3.09E-07	2.43E-09	4.38E-09	4.68E-09	SLB22.4a:LP-DIR-T	17	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	1.6	130.2	0	pmagpy-3.2.1	u		898	SLB22.4a	273	2.62E-07	2.12E-09	7.48E-09	9.31E-09	SLB22.4a:LP-DIR-T	18	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	1.7	130.8	0	pmagpy-3.2.1	u		913	SLB22.4a	273	2.05E-07	1.40E-09	1.97E-09	2.22E-09	SLB22.4a:LP-DIR-T	19	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	1.4	129.4	0	pmagpy-3.2.1	u		928	SLB22.4a	273	1.14E-07	5.67E-10	8.82E-10	1.41E-09	SLB22.4a:LP-DIR-T	20	1	0.9	g	LT-T-Z:LP-DIR-T
0	This study	0.8	133.9	0	pmagpy-3.2.1	u		938	SLB22.4a	273	3.92E-08	1.73E-10	6.65E-10	7.70E-10	SLB22.4a:LP-DIR-T	21	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	0.1	131.1	0	pmagpy-3.2.1	u		948	SLB22.4a	273	1.09E-08	1.13E-10	2.55E-10	2.75E-10	SLB22.4a:LP-DIR-T	22	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	-1.4	133	0	pmagpy-3.2.1	u		953	SLB22.4a	273	6.49E-09	6.68E-11	1.19E-10	1.14E-10	SLB22.4a:LP-DIR-T	23	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	33.3	88.3	0	pmagpy-3.2.1	u		273	SLB22.5a	273	1.50E-06	2.84E-08	2.16E-08	5.69E-08	SLB22.5a:LP-DIR-T	1	1	2.5	g	LT-NO:LP-DIR-T
0	This study	33	89	0	pmagpy-3.2.1	u		77	SLB22.5a	273	1.48E-06	2.94E-08	2.13E-08	3.56E-08	SLB22.5a:LP-DIR-T	2	1	1.9	g	LT-LT-Z:LP-DIR-T
0	This study	32.8	89	0	pmagpy-3.2.1	u		373	SLB22.5a	273	1.49E-06	2.81E-08	2.06E-08	4.21E-08	SLB22.5a:LP-DIR-T	3	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	32.4	89.3	0	pmagpy-3.2.1	u		473	SLB22.5a	273	1.45E-06	2.61E-08	1.88E-08	4.63E-08	SLB22.5a:LP-DIR-T	4	1	2.2	g	LT-T-Z:LP-DIR-T
0	This study	32.4	89.7	0	pmagpy-3.2.1	u		573	SLB22.5a	273	1.26E-06	2.51E-08	1.63E-08	3.64E-08	SLB22.5a:LP-DIR-T	5	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	32.3	86.9	0	pmagpy-3.2.1	u		673	SLB22.5a	273	1.16E-06	2.08E-08	1.58E-08	3.44E-08	SLB22.5a:LP-DIR-T	6	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	32.4	86.5	0	pmagpy-3.2.1	u		723	SLB22.5a	273	1.13E-06	2.03E-08	1.51E-08	1.33E-08	SLB22.5a:LP-DIR-T	7	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	32.3	86.5	0	pmagpy-3.2.1	u		748	SLB22.5a	273	1.10E-06	1.90E-08	1.47E-08	4.38E-08	SLB22.5a:LP-DIR-T	8	1	2.6	g	LT-T-Z:LP-DIR-T
0	This study	32.4	89.5	0	pmagpy-3.2.1	u		773	SLB22.5a	273	1.07E-06	2.06E-08	1.45E-08	3.42E-09	SLB22.5a:LP-DIR-T	9	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	32.3	90.3	0	pmagpy-3.2.1	u		798	SLB22.5a	273	1.01E-06	1.89E-08	1.32E-08	1.76E-08	SLB22.5a:LP-DIR-T	10	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	32.2	87.2	0	pmagpy-3.2.1	u		823	SLB22.5a	273	9.10E-07	1.45E-08	1.12E-08	2.50E-08	SLB22.5a:LP-DIR-T	11	1	1.9	g	LT-T-Z:LP-DIR-T
0	This study	32	86.5	0	pmagpy-3.2.1	u		833	SLB22.5a	273	8.73E-07	1.62E-08	1.30E-08	3.63E-08	SLB22.5a:LP-DIR-T	12	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	32.2	90.7	0	pmagpy-3.2.1	u		843	SLB22.5a	273	7.73E-07	1.62E-08	1.09E-08	3.12E-08	SLB22.5a:LP-DIR-T	13	1	2.7	g	LT-T-Z:LP-DIR-T
0	This study	32.7	89.6	0	pmagpy-3.2.1	u		848	SLB22.5a	273	7.21E-07	1.29E-08	8.89E-09	7.09E-09	SLB22.5a:LP-DIR-T	14	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	32.8	89	0	pmagpy-3.2.1	u		853	SLB22.5a	273	6.66E-07	1.22E-08	8.37E-09	8.26E-09	SLB22.5a:LP-DIR-T	15	1	1.4	g	LT-T-Z:LP-DIR-T
0	This study	33.6	88.8	0	pmagpy-3.2.1	u		868	SLB22.5a	273	5.18E-07	8.61E-09	6.31E-09	2.00E-08	SLB22.5a:LP-DIR-T	16	1	2.5	g	LT-T-Z:LP-DIR-T
0	This study	34.9	87	0	pmagpy-3.2.1	u		883	SLB22.5a	273	3.70E-07	5.52E-09	3.94E-09	1.76E-09	SLB22.5a:LP-DIR-T	17	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	36.7	91.8	0	pmagpy-3.2.1	u		898	SLB22.5a	273	1.90E-07	2.98E-09	2.21E-09	4.27E-09	SLB22.5a:LP-DIR-T	18	1	1.7	g	LT-T-Z:LP-DIR-T
0	This study	36.4	93.6	0	pmagpy-3.2.1	u		913	SLB22.5a	273	1.49E-07	2.80E-09	2.06E-09	2.50E-09	SLB22.5a:LP-DIR-T	19	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	36.4	90.7	0	pmagpy-3.2.1	u		928	SLB22.5a	273	1.13E-07	2.17E-09	1.43E-09	1.82E-09	SLB22.5a:LP-DIR-T	20	1	1.6	g	LT-T-Z:LP-DIR-T
0	This study	33.5	90	0	pmagpy-3.2.1	u		938	SLB22.5a	273	5.72E-08	1.08E-09	6.72E-09	1.94E-09	SLB22.5a:LP-DIR-T	21	1	4.1	g	LT-T-Z:LP-DIR-T
0	This study	36.2	88.3	0	pmagpy-3.2.1	u		948	SLB22.5a	273	1.89E-08	2.79E-10	3.69E-10	2.23E-10	SLB22.5a:LP-DIR-T	22	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	34.5	86.5	0	pmagpy-3.2.1	u		953	SLB22.5a	273	8.86E-09	2.20E-10	2.93E-10	3.36E-10	SLB22.5a:LP-DIR-T	23	1	3.1	g	LT-T-Z:LP-DIR-T
0	This study	37.9	324.4	0	pmagpy-3.2.1	u		273	SLB22.6a	273	8.22E-07	7.73E-09	1.45E-08	8.55E-09	SLB22.6a:LP-DIR-T	1	1	1.2	g	LT-NO:LP-DIR-T
0	This study	37.7	323	0	pmagpy-3.2.1	u		77	SLB22.6a	273	8.09E-07	6.82E-09	5.90E-09	1.14E-08	SLB22.6a:LP-DIR-T	2	1	0.9	g	LT-LT-Z:LP-DIR-T
0	This study	37.3	321.9	0	pmagpy-3.2.1	u		373	SLB22.6a	273	8.10E-07	6.62E-09	5.14E-09	1.47E-08	SLB22.6a:LP-DIR-T	3	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	37.1	323.6	0	pmagpy-3.2.1	u		473	SLB22.6a	273	7.91E-07	6.79E-09	1.57E-08	5.28E-09	SLB22.6a:LP-DIR-T	4	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	36.8	323.8	0	pmagpy-3.2.1	u		573	SLB22.6a	273	7.23E-07	6.64E-09	1.09E-08	7.90E-09	SLB22.6a:LP-DIR-T	5	1	1.1	g	LT-T-Z:LP-DIR-T
0	This study	36.6	323.1	0	pmagpy-3.2.1	u		673	SLB22.6a	273	6.53E-07	5.45E-09	1.08E-08	1.78E-08	SLB22.6a:LP-DIR-T	6	1	1.8	g	LT-T-Z:LP-DIR-T
0	This study	36.6	322.9	0	pmagpy-3.2.1	u		723	SLB22.6a	273	6.21E-07	5.13E-09	4.54E-09	1.20E-08	SLB22.6a:LP-DIR-T	7	1	1.2	g	LT-T-Z:LP-DIR-T
0	This study	36.6	322.9	0	pmagpy-3.2.1	u		748	SLB22.6a	273	5.98E-07	4.00E-09	6.00E-09	1.22E-08	SLB22.6a:LP-DIR-T	8	1	1.3	g	LT-T-Z:LP-DIR-T
0	This study	36.9	326.3	0	pmagpy-3.2.1	u		773	SLB22.6a	273	5.70E-07	5.59E-09	5.85E-09	1.32E-08	SLB22.6a:LP-DIR-T	9	1	1.5	g	LT-T-Z:LP-DIR-T
0	This study	36.8	325.9	0	pmagpy-3.2.1	u		798	SLB22.6a	273	5.24E-07	5.15E-09	7.38E-09	5.34E-09	SLB22.6a:LP-DIR-T	10	1	1	g	LT-T-Z:LP-DIR-T
0	This study	36.8	327	0	pmagpy-3.2.1	u		823	SLB22.6a	273	4.61E-07	4.72E-09	1.62E-08	3.53E-09	SLB22.6a:LP-DIR-T	11	1	2.1	g	LT-T-Z:LP-DIR-T
0	This study	36.8	321	0	pmagpy-3.2.1	u		833	SLB22.6a	273	4.46E-07	3.26E-09	3.37E-09	8.05E-09	SLB22.6a:LP-DIR-T	12	1	1.1	g	LT-T-Z:LP-DIR-T
